Keyword,Currency,Avg. monthly searches,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Dec 2018,Searches: Jan 2019,Searches: Feb 2019,Searches: Mar 2019,Searches: Apr 2019,Searches: May 2019,Searches: Jun 2019,Searches: Jul 2019,Searches: Aug 2019,Searches: Sep 2019,Searches: Oct 2019,Searches: Nov 2019
solar panel cleaning brush price,EUR,10,High,95,,,,,,,,0,0,10,0,10,10,10,10,10,10,10,10
sim card using free energy generator,EUR,10,Medium,57,,,,,,,,20,10,0,0,10,0,0,0,0,10,0,10
lead acid solar charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
semper solaris price,EUR,10,High,69,3.61,12.1,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
cost to put solar on house,EUR,10,Medium,34,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
lg neon 2 330w price,EUR,10,Medium,48,,,,,,,,0,10,10,0,0,10,10,10,0,0,10,10
on grid solar system price,EUR,10,Unknown,,,,,,,,,0,0,0,0,0,10,10,0,10,10,10,0
goal zero yeti 400 lithium car charger,EUR,10,High,100,,,,,,,,0,0,0,10,10,30,10,10,10,10,0,10
10kw solar system installed price,EUR,10,High,71,4.51,21.64,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
battery charging using solar panel,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
2.5 kw solar system price,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,0,0,10,0,10
solar unit cost,EUR,10,High,76,,,,,,,,10,10,10,10,10,10,10,10,10,0,0,10
250w monocrystalline solar panel price,EUR,10,High,100,,,,,,,,0,0,10,10,10,10,10,10,10,10,10,10
20a pwm solar charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
free energy magnet motor fan pdf,EUR,10,Medium,50,,,,,,,,10,10,10,10,10,10,10,10,0,0,10,10
180 watt solar panels for sale,EUR,10,High,100,0.76,7.19,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
coleman 7 amp charge controller,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
solar panel to charge motorcycle battery,EUR,10,Medium,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
coleman 8.5 amp solar charge controller,EUR,10,High,88,,,,,,,,10,0,10,20,10,10,10,10,10,0,10,10
9 volt solar panel price,EUR,10,Low,0,,,,,,,,10,20,10,10,10,10,10,10,10,0,10,10
silicon solar cell price,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
zerolemon 26800mah solarjuice,EUR,10,Medium,38,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
buy 5kw solar system,EUR,10,High,74,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
lg neon r 360w price,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,10,10,0,10,10,10,0
solar panel 9v battery charger,EUR,10,Low,33,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
1200 watt solar panel price,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,0,0,10,10,10,10,0
cpv solar panel price,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,0,0,0,10,0
30w solar panel price,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,0
100 solar panel price,EUR,10,High,71,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
charging golf cart batteries with solar panels,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,20,10,10
the best solar charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar charge controller working,EUR,10,High,100,,,,,,,,0,0,10,0,10,0,0,0,10,0,10,10
solar panel 1 kg watt price,EUR,10,Unknown,,,,,,,,,0,0,10,10,0,0,0,0,10,10,0,0
energy free light,EUR,10,Low,29,,,,,,,,0,10,10,10,0,10,10,10,0,10,10,10
free energy using salt water,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,10,0,0,0,0,0,0
perovskite solar cell price,EUR,10,High,75,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
portable and foldable solar panel charger,EUR,10,High,100,,,,,,,,40,10,10,0,10,10,10,0,10,0,10,10
solar plant for home price,EUR,10,Unknown,,,,,,,,,0,10,0,0,10,10,10,0,0,0,0,0
solar panel complete set price,EUR,10,Unknown,,,,,,,,,10,0,0,10,0,0,0,10,10,0,10,0
overunity free energy generator,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,10,10,10,10,10,0,0
best 12v solar charge controller,EUR,10,High,100,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,10
free energy devices that actually work,EUR,10,High,100,,,,,,,,10,10,10,20,10,10,10,10,10,0,10,10
sunpower gen 3,EUR,10,High,100,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,10
solar power plant installation cost,EUR,10,Medium,38,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
solar panel to charge 12v deep cycle battery,EUR,10,High,89,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
sunway solar portable,EUR,10,High,100,,,,,,,,20,10,20,20,10,10,10,0,10,0,0,10
photovoltaic cost per watt,EUR,10,High,88,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,10
paxcess foldable 50w solar panel charger,EUR,10,High,71,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,10
cost of 6.5 kw solar system,EUR,10,High,86,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
80w solar panel price,EUR,10,High,100,,,,,,,,10,0,10,10,0,10,10,10,10,10,10,10
sunpower ph,EUR,10,Low,9,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
sunpower e60 cells,EUR,10,High,100,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,10
ac dc solar charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
topray solar 12v battery charger,EUR,10,Medium,50,,,,,,,,10,0,0,10,10,10,10,10,10,10,10,10
sunpower e20 435 price,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
24 volt solar panel price,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
rapid solar charge controller,EUR,10,High,100,,,,,,,,20,20,20,10,10,10,0,10,10,10,10,10
solar cell sunpower,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
large solar panel price,EUR,10,High,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
solar panel charge lithium ion battery,EUR,10,High,100,,,,,,,,10,10,10,10,10,20,10,10,10,10,10,10
speaker magnet free energy,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,0,10,10,10,10
2 watt solar battery charger,EUR,10,High,100,,,,,,,,20,10,10,10,10,20,10,0,10,10,10,10
200 watt 12 volt solar panel price,EUR,10,Low,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar emergency lighting system with battery charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
sunpower 325,EUR,10,High,76,,,,,,,,0,10,10,0,10,0,10,10,0,10,10,10
260w solar panel price,EUR,10,High,89,,,,,,,,10,10,0,10,0,0,10,10,0,0,0,10
solar panel charge regulator controller 12v,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
dc solar charge controller,EUR,10,High,100,,,,,,,,10,0,10,10,10,10,10,10,10,0,0,10
solar system mobile charger,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,0,10,0,0,0,0
5.5 kw solar system cost,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
science electric generator magnets speaker,EUR,10,Unknown,,,,,,,,,0,10,10,10,10,10,10,10,0,0,0,0
using a solar panel to charge a car battery,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
simple charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
recharge battery with solar panel,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
5000 watts solar panel price,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
tesla solar roof cost per square,EUR,10,Low,29,,,,,,,,10,10,10,10,10,10,20,10,10,10,10,10
use solar panel to charge car battery,EUR,10,High,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
solar panel 240v output price,EUR,10,Unknown,,,,,,,,,0,0,10,10,10,10,10,10,10,10,10,0
24v solar battery trickle charger,EUR,10,High,67,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
solar system 300 watt price,EUR,10,Unknown,,,,,,,,,0,10,10,10,0,10,10,10,0,10,10,0
sunpower best solar panels,EUR,10,High,90,2.15,8.61,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
40w solar panel price,EUR,10,High,89,,,,,,,,0,0,0,10,10,10,10,0,0,0,10,10
walmart sunpower,EUR,10,Low,0,,,,,,,,10,10,10,10,10,10,10,10,20,10,10,10
solar charger for nikon camera battery,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
5v solar panel price,EUR,10,High,100,,,,,,,,0,10,10,0,10,10,10,0,10,0,10,10
solar panel 260w price,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,0,10,10,0,10,10
poly solar panel price,EUR,10,High,100,,,,,,,,10,10,0,10,0,10,0,0,0,0,0,10
lg neon 2 black solar panels price,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
solar 5kw price,EUR,10,High,100,,,,,,,,10,10,0,10,10,0,10,10,0,10,10,10
free energy using speaker magnet technology for 2019,EUR,10,Medium,64,,,,,,,,0,0,0,10,10,10,0,0,0,0,10,10
sunpower spr 327,EUR,10,High,94,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
sunpower corporation bloomberg,EUR,10,Low,7,,,,,,,,0,0,10,10,10,10,10,10,10,10,10,10
charge controller 24v input 12v output,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
6 volt solar battery charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,0,10,0,10,10,0,10,10
lg 320w solar panel price,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
10w 12v solar panel battery charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
owa sunpower,EUR,10,Low,14,,,,,,,,10,10,0,0,0,0,10,10,30,10,10,10
solar panel motorcycle battery charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
free energy science,EUR,10,Low,9,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
sunpower 225,EUR,10,High,78,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
gibbs free energy in thermodynamics,EUR,10,Low,0,,,,,,,,10,0,10,10,10,10,0,10,0,0,10,10
mppt charge controller for agm batteries,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
100w solar panel to charge 100ah battery,EUR,10,Low,29,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
thunderbolt 1.5 w solar battery charger,EUR,10,High,100,,,,,,,,10,20,10,20,10,10,10,10,10,10,10,10
bmw solar battery charger,EUR,10,High,90,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
floureon solar charge controller,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,0,10,0
solar house price,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,10
5 kwh solar system price,EUR,10,High,71,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
energie free,EUR,10,Unknown,,,,,,,,,0,0,10,0,0,0,10,0,10,10,0,0
free energy generator with magnet and dc motor,EUR,10,Unknown,,,,,,,,,0,10,0,10,10,0,0,10,10,0,10,0
akeem portable charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,20,10,10,10,10,10,10
solar system in house price,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,0,0,0,10,10,10
250 volt solar panel price,EUR,10,High,100,,,,,,,,10,0,0,10,10,0,10,10,10,0,0,10
allpowers solar battery charger,EUR,10,High,100,,,,,,,,10,0,10,10,10,10,10,10,10,10,10,10
sunpower solar water heater,EUR,10,High,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
5 kilowatt solar panel price,EUR,10,Unknown,,,,,,,,,10,0,10,10,10,10,10,0,0,10,0,0
allpowers 100w bendable solar panel,EUR,10,Medium,43,,,,,,,,10,10,10,10,10,20,10,10,10,10,10,10
sunpower p19 solar panels,EUR,10,High,100,,,,,,,,0,0,10,10,10,10,10,10,10,0,10,10
solar panel inverter battery charge controller,EUR,10,High,100,,,,,,,,10,10,0,10,10,10,10,10,10,0,10,10
average cost of solar panel installation 2018,EUR,10,Medium,54,,,,,,,,20,20,10,10,10,10,10,0,10,10,10,10
solar battery charger for aa and aaa batteries,EUR,10,High,100,,,,,,,,10,10,10,20,10,10,10,10,10,10,10,10
3.5 kw solar system price,EUR,10,High,100,,,,,,,,0,10,0,10,10,10,10,10,10,0,0,10
18 volt solar panel charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
perpetual magnetic generator for sale,EUR,10,Low,0,,,,,,,,20,20,10,10,10,10,10,0,10,10,10,10
solar energy kit price,EUR,10,High,100,,,,,,,,10,10,0,10,0,0,10,10,10,10,10,10
canadian solar 330w price,EUR,10,High,100,,,,,,,,0,10,10,0,10,10,10,10,10,10,10,10
24 volt solar battery trickle charger,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,20,10,10,0
cmp12 charge controller,EUR,10,High,67,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
spr 360,EUR,10,Medium,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
ja solar price,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
1 kwh solar panel price,EUR,10,Unknown,,,,,,,,,0,10,10,10,10,10,10,10,10,0,0,0
free energy generator flywheel price,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,0,10,10,10,0,0,0
250 kw solar panel price,EUR,10,High,100,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,10
charging nimh batteries with solar panel,EUR,10,High,67,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar controller 12v battery charge regulator,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
et solar panels price,EUR,10,High,100,,,,,,,,10,0,0,10,10,10,10,10,0,10,10,10
gibbs energy at equilibrium,EUR,10,Low,0,,,,,,,,0,0,0,0,0,0,10,10,10,10,10,20
120w solar panel price,EUR,10,High,100,,,,,,,,10,10,10,10,0,10,10,0,10,10,10,10
1100 watt solar panel price,EUR,10,High,100,,,,,,,,0,10,10,10,10,10,10,0,10,10,0,10
48v solar panel price,EUR,10,Low,0,,,,,,,,10,10,10,0,0,10,10,0,0,10,10,10
exide solar charge controller,EUR,10,Unknown,,,,,,,,,0,0,0,10,10,0,0,0,10,0,0,0
choosing a charge controller,EUR,10,High,81,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar panel alibaba price,EUR,10,High,82,1.27,10.94,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
free energy magnet speaker,EUR,10,Unknown,,,,,,,,,0,0,0,10,10,0,10,0,10,10,0,0
solar ac module price,EUR,10,Unknown,,,,,,,,,0,0,0,10,10,0,10,0,0,10,10,0
24v solar panel price,EUR,10,High,100,,,,,,,,0,10,10,0,10,0,10,0,0,10,10,10
10kw solar price,EUR,10,High,100,,,,,,,,10,10,0,0,10,10,10,10,10,10,10,10
coleman 30a 12v solar panel charge controller,EUR,10,Unknown,,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,0
csun solar panels price,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,0
60w solar panel price,EUR,10,High,100,,,,,,,,10,0,10,0,10,10,0,0,10,10,10,10
don smith free energy generator,EUR,10,Low,2,,,,,,,,0,10,10,10,10,0,10,10,10,0,10,10
solar panel 320w price,EUR,10,High,90,2.12,4.9,,,,,,0,10,10,0,10,10,10,0,0,0,0,10
sunpower etfe,EUR,10,High,79,,,,,,,,0,0,10,10,10,10,10,0,10,10,0,10
speaker free energy,EUR,10,High,100,,,,,,,,10,10,10,10,10,0,10,10,10,10,0,10
oushang solar,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,0,10,0,0,10,0,0
akula free energy,EUR,10,Unknown,,,,,,,,,10,10,0,10,0,0,10,0,10,0,0,0
solar panel light price,EUR,10,High,100,,,,,,,,0,10,0,10,10,10,0,0,10,10,0,10
5 kilowatt solar system price,EUR,10,High,100,,,,,,,,0,10,10,0,0,10,10,10,0,0,0,10
sunlight mobile charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
2.4 w solar battery charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,0,10,10,10,0,10
35 watt solar panel price,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,0,10,10,0,10,10,0
jinko solar panels cost,EUR,10,High,100,2.65,9.89,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
zbank 4000mah solar charger,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,20,10,10,10,20,0,0
free energy video download,EUR,10,Unknown,,,,,,,,,10,10,10,0,0,10,0,10,10,0,10,0
use of charge controller,EUR,10,Low,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
free energy generator dc motor,EUR,10,High,100,,,,,,,,10,10,10,10,0,10,10,10,0,0,10,10
435 watt solar panel for sale,EUR,10,Medium,60,,,,,,,,10,0,10,10,10,10,10,20,10,10,10,10
very small solar panel price,EUR,10,High,100,,,,,,,,10,0,10,10,0,10,0,10,0,10,10,10
solar tp4056,EUR,10,High,100,,,,,,,,0,10,10,10,10,10,10,10,10,10,0,10
zilano free energy,EUR,10,Unknown,,,,,,,,,10,0,30,0,0,0,0,0,0,10,0,0
free energy from sim card,EUR,10,Medium,57,,,,,,,,10,10,0,0,0,10,10,10,0,0,10,10
magmovenergy,EUR,10,Low,0,,,,,,,,0,0,0,10,10,10,10,10,10,10,0,10
pv module price per watt 2018,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,0,0,0,0
choosing solar charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
sunpower 327 price,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,0,10,0
panasonic panel price,EUR,10,High,100,,,,,,,,10,0,0,10,10,0,0,10,10,10,10,10
bedini's free energy generator pdf,EUR,10,Low,24,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
solar frame price,EUR,10,Unknown,,,,,,,,,10,0,10,10,10,10,10,0,10,0,0,0
free energy 12 volt,EUR,10,Medium,66,,,,,,,,0,10,10,10,0,0,10,10,10,10,10,10
sunpower max3 400w,EUR,10,High,100,,,,,,,,0,0,0,0,10,10,10,0,10,10,10,10
solar system with battery cost,EUR,10,Medium,50,,,,,,,,10,10,10,10,10,0,10,10,10,0,10,10
15 watt solar panel price,EUR,10,Unknown,,,,,,,,,10,0,0,10,10,10,10,10,10,10,10,0
solar charger for dslr camera batteries,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0
charge 24v battery with 12v solar panel,EUR,10,High,79,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
2 kilowatt solar panel price,EUR,10,Unknown,,,,,,,,,0,10,10,0,0,0,0,0,0,10,10,0
ac dc solar battery charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
free energy speaker magnets with light bulbs 12v at home,EUR,10,High,83,,,,,,,,10,0,0,10,0,10,0,0,0,0,10,10
electric 2019 free energy,EUR,10,Unknown,,,,,,,,,0,10,10,10,0,10,0,0,0,0,0,0
lg neon 2 black price,EUR,10,Unknown,,,,,,,,,10,0,0,10,10,10,10,10,0,10,10,0
free electricity generator using magnet,EUR,10,Medium,39,,,,,,,,0,0,0,0,10,10,10,10,0,0,10,10
diy solar aa battery charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
200 kw solar power plant cost,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,0,10,10,0,0,0,0
sunpower solar cell efficiency,EUR,10,Low,29,,,,,,,,10,0,10,10,10,10,10,10,10,10,10,10
lennox solar panels cost,EUR,10,High,67,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar light batteries rechargeable batteries,EUR,10,Low,0,,,,,,,,10,0,0,10,10,10,10,10,10,10,10,10
12v 100w solar panel price,EUR,10,Low,0,,,,,,,,0,10,0,10,0,10,10,0,10,10,10,10
free electricity from magnet,EUR,10,Low,14,,,,,,,,10,10,10,0,10,10,10,10,0,10,10,10
sma sunny island charger,EUR,10,Low,0,,,,,,,,0,0,10,10,0,10,10,10,10,10,10,10
free energy light bulb pdf,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,0
solar bike battery charger,EUR,10,High,100,,,,,,,,0,10,0,0,10,10,10,10,10,10,10,10
free energi generator,EUR,10,High,100,,,,,,,,0,10,10,0,0,0,0,0,0,0,0,10
solar system in home price,EUR,10,High,100,,,,,,,,0,0,10,10,0,0,0,0,0,10,0,10
coleman 7a solar charge controller,EUR,10,Medium,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
bipv solar panels price,EUR,10,High,100,,,,,,,,10,0,10,10,10,0,10,10,10,10,10,10
lithium iron phosphate battery solar charger,EUR,10,High,100,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
solar 200 watt price,EUR,10,Unknown,,,,,,,,,0,0,10,0,10,0,0,10,0,0,10,0
250w 12v solar panel price,EUR,10,Low,0,,,,,,,,10,0,10,10,10,10,10,10,0,10,10,10
solar package price,EUR,10,High,90,1.1,6.09,,,,,,10,10,10,0,0,10,10,0,0,10,10,10
lg neon r 365w price,EUR,10,Unknown,,,,,,,,,0,10,10,10,10,10,10,10,10,10,0,0
free energy with dc motor,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,0,0,0,10,0,10
kirloskar solar panel price,EUR,10,High,100,,,,,,,,0,0,0,0,10,10,0,0,10,0,10,10
solar panel to charge 100ah battery,EUR,10,High,86,,,,,,,,0,0,10,10,0,10,10,10,10,10,10,10
5 volt solar panel price,EUR,10,Unknown,,,,,,,,,0,10,10,10,0,10,0,10,0,10,10,0
charging battery with solar panel without controller,EUR,10,High,89,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
solar panel mini price,EUR,10,Unknown,,,,,,,,,0,0,0,10,0,10,0,0,0,0,10,0
renesola solar panels price,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,0,0,10,10,10,10
sunpower 315,EUR,10,Medium,50,,,,,,,,0,0,10,0,10,10,0,10,0,10,10,10
free energy resources,EUR,10,Low,11,,,,,,,,10,0,10,10,10,10,0,10,10,10,10,10
solar panel to charge inverter battery,EUR,10,High,100,,,,,,,,10,10,0,0,0,10,10,10,10,0,10,10
3w solar panel price,EUR,10,Unknown,,,,,,,,,10,10,0,0,10,10,10,0,10,10,10,0
solar 5kw system cost,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,0,0,10,10,10,10,0
charge controller lithium ion,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar charge controller 12v 20a,EUR,10,High,100,,,,,,,,10,0,0,10,10,0,10,10,10,10,10,10
free energy steam power generator,EUR,10,High,76,,,,,,,,0,10,10,0,10,10,0,10,0,0,10,10
tenesol solar panels,EUR,10,Low,0,,,,,,,,10,10,10,10,0,0,10,0,10,10,0,10
free energy light bulbs generator with magnets & dc motor,EUR,10,Unknown,,,,,,,,,10,10,10,0,10,0,0,0,0,10,0,0
solar 250 watt price,EUR,10,Unknown,,,,,,,,,0,0,0,0,0,0,10,10,10,0,10,0
sunpower p17 350,EUR,10,Medium,36,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar charge controller 24v to 12v,EUR,10,High,100,,,,,,,,0,10,10,10,10,10,10,10,0,10,10,10
sunpower x20,EUR,10,Medium,46,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,10
overunity generator plans,EUR,10,Low,0,,,,,,,,10,10,10,10,10,10,10,0,10,0,10,10
rechargeable batteries for solar lights amazon,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar charge controller 12v 30a,EUR,10,High,86,,,,,,,,0,10,0,10,10,10,10,10,10,10,10,10
solar collector panels price,EUR,10,High,100,,,,,,,,0,10,10,0,10,10,10,0,10,0,10,10
charge controller in pv system,EUR,10,High,100,,,,,,,,10,0,10,10,10,10,0,10,0,10,10,10
automatic charge controller,EUR,10,High,100,,,,,,,,10,10,10,10,0,10,10,10,10,0,10,10
solar electricity for home price,EUR,10,Unknown,,,,,,,,,0,0,0,10,0,0,10,10,0,0,0,0
solar charger for canon camera battery,EUR,10,High,100,,,,,,,,0,10,10,10,10,10,10,10,0,10,10,10
solar energy charge controller,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
sunpower cell efficiency,EUR,10,Low,0,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
solar panel 230v price,EUR,10,Medium,57,,,,,,,,0,0,10,0,10,0,0,10,10,0,10,10
sunpower p19 400,EUR,10,Unknown,,,,,,,,,0,10,10,10,0,10,0,0,10,10,10,0
free energi magnet,EUR,10,Unknown,,,,,,,,,0,10,10,0,0,0,0,0,0,10,0,0
solar panel glass price,EUR,10,Unknown,,,,,,,,,0,10,10,10,0,10,10,0,10,10,0,0
solar panel plate price,EUR,10,High,71,,,,,,,,10,0,10,10,0,10,0,10,0,0,0,10
free energy ppt,EUR,10,Unknown,,,,,,,,,0,0,10,10,10,10,0,10,0,10,10,0
easy free energy,EUR,10,Low,7,,,,,,,,10,10,10,10,10,10,10,0,10,0,10,10
solar charger multiple batteries,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,0,10,10
free energy 220 volt,EUR,10,Unknown,,,,,,,,,0,10,0,0,0,0,10,10,0,0,0,0
free solar panels for pensioners,EUR,10,Low,14,,,,,,,,10,0,10,10,10,0,0,0,10,0,0,10
mppt solar charge controller lithium,EUR,10,High,100,,,,,,,,10,10,10,10,10,10,10,0,0,10,0,10
12v free energy generator,EUR,10,Unknown,,,,,,,,,10,10,0,10,10,0,10,0,10,0,10,0
75w solar panel price,EUR,10,Unknown,,,,,,,,,0,0,10,10,10,10,0,0,10,0,0,0
solar battery charger module,EUR,10,High,100,,,,,,,,10,0,0,10,10,0,10,10,10,10,10,10
lt3652 solar charger,EUR,10,Low,29,,,,,,,,10,0,10,10,10,10,10,10,10,0,10,10
solar charge controller for 12v 7ah battery,EUR,10,Unknown,,,,,,,,,10,10,10,10,10,10,0,0,10,10,10,0
solar charger ravpower 25000mah outdoor portable charger,EUR,10,Unknown,,,,,,,,,20,10,10,10,10,10,0,10,0,10,0,0
solar panel 24 volt price,EUR,10,High,100,,,,,,,,10,10,0,0,10,0,0,0,0,10,10,10
flywheel free energy generator pdf,EUR,10,Medium,57,,,,,,,,0,0,10,0,10,0,0,10,10,0,0,10
free electricity saving devices,EUR,10,Unknown,,,,,,,,,10,10,10,10,0,0,0,0,0,0,10,0
100 kw solar plant cost,EUR,10,Low,14,,,,,,,,10,10,10,0,0,10,0,10,0,10,0,10
dual battery solar panel charge controller,EUR,10,High,100,,,,,,,,10,10,10,0,10,10,10,10,0,10,10,10
